loan_id,document_type,available
L-100304,deed_of_trust,true
L-100304,appraisal_report,true
L-100305,income_verification,true
L-100305,appraisal_report,true
L-100306,insurance_certificate,true
L-100307,appraisal_report,true
L-100307,promissory_note,true
L-100307,title_report,true
L-100308,deed_of_trust,true
L-100308,title_report,false
L-100309,promissory_note,true
L-100309,deed_of_trust,true
L-100309,appraisal_report,true
L-100311,promissory_note,true
L-100311,title_report,true
L-100311,income_verification,true
L-100312,income_verification,false
L-100312,deed_of_trust,false
L-100312,title_report,true
L-100313,title_report,true
L-100313,income_verification,true
L-100314,appraisal_report,true
L-100314,promissory_note,true
L-100314,title_report,true
L-100315,income_verification,true
L-100316,title_report,true
L-100317,title_report,true
L-100317,promissory_note,true
L-100317,deed_of_trust,true
L-100318,title_report,true
L-100318,promissory_note,true
L-100319,promissory_note,true
L-100319,appraisal_report,true
L-100321,deed_of_trust,true
L-100321,income_verification,true
L-100322,deed_of_trust,true
L-100322,title_report,true
L-100322,promissory_note,true
L-100323,income_verification,false
L-100323,promissory_note,true
L-100323,insurance_certificate,true
L-100324,income_verification,true
L-100324,title_report,true
L-100325,income_verification,true
L-100326,promissory_note,true
L-100326,title_report,true
L-100327,insurance_certificate,true
L-100327,title_report,true
L-100328,promissory_note,true
L-100328,appraisal_report,true
L-100329,deed_of_trust,true
L-100329,insurance_certificate,true
L-100331,appraisal_report,true
L-100332,title_report,false
L-100333,title_report,true
L-100334,promissory_note,true
L-100334,insurance_certificate,true
L-100334,deed_of_trust,true
L-100335,deed_of_trust,false
L-100335,insurance_certificate,true
L-100336,insurance_certificate,true
L-100337,promissory_note,true
L-100337,deed_of_trust,false
L-100338,appraisal_report,true
L-100338,title_report,true
L-100338,promissory_note,true
L-100339,promissory_note,true
L-100339,insurance_certificate,true
L-100339,income_verification,false
L-100341,promissory_note,true
L-100342,income_verification,true
L-100342,appraisal_report,true
L-100342,insurance_certificate,true
L-100343,promissory_note,true
L-100344,insurance_certificate,true
L-100344,deed_of_trust,true
L-100344,income_verification,true
L-100345,income_verification,true
L-100345,appraisal_report,true
L-100345,promissory_note,false
L-100346,promissory_note,true
L-100346,income_verification,true
L-100347,income_verification,true
L-100348,income_verification,true
L-100349,income_verification,true
L-100349,deed_of_trust,false
L-100349,insurance_certificate,true
L-100351,title_report,true
L-100351,deed_of_trust,false
L-100352,appraisal_report,true
L-100353,income_verification,true
L-100354,promissory_note,true
L-100354,deed_of_trust,true
L-100355,promissory_note,true
L-100355,insurance_certificate,true
L-100355,income_verification,false
L-100356,deed_of_trust,true
L-100356,title_report,true
L-100357,title_report,true
L-100358,insurance_certificate,true
L-100358,income_verification,true
L-100358,appraisal_report,true
L-100359,deed_of_trust,true
L-100359,title_report,true
L-100361,insurance_certificate,true
L-100361,appraisal_report,true
L-100362,insurance_certificate,true
L-100363,income_verification,true
L-100363,title_report,true
L-100364,insurance_certificate,true
L-100365,income_verification,true
L-100366,deed_of_trust,true
L-100367,title_report,true
L-100367,insurance_certificate,true
L-100368,insurance_certificate,false
L-100368,title_report,true
L-100368,appraisal_report,true
L-100369,title_report,false
L-100369,deed_of_trust,true
L-100371,income_verification,true
L-100371,promissory_note,true
L-100372,appraisal_report,true
L-100372,insurance_certificate,true
L-100372,deed_of_trust,true
L-100373,insurance_certificate,false
L-100373,income_verification,true
L-100374,title_report,true
L-100374,appraisal_report,false
L-100375,income_verification,true
L-100376,appraisal_report,true
L-100376,title_report,true
L-100377,promissory_note,true
L-100377,insurance_certificate,true
L-100377,income_verification,true
L-100378,insurance_certificate,true
L-100378,promissory_note,true
L-100378,title_report,true
L-100379,deed_of_trust,true
L-100381,insurance_certificate,true
L-100381,deed_of_trust,true
L-100381,title_report,true
L-100382,title_report,true
L-100382,promissory_note,true
L-100383,promissory_note,true
L-100383,title_report,true
L-100383,appraisal_report,true
L-100384,deed_of_trust,true
L-100384,title_report,true
L-100385,promissory_note,false
L-100385,income_verification,true
L-100385,deed_of_trust,true
L-100386,income_verification,true
L-100386,insurance_certificate,true
L-100387,promissory_note,true
L-100388,deed_of_trust,true
L-100388,insurance_certificate,true
L-100388,income_verification,true
L-100389,appraisal_report,true
L-100389,income_verification,true
L-100389,promissory_note,true
L-100391,deed_of_trust,true
L-100392,promissory_note,true
L-100392,appraisal_report,true
L-100393,income_verification,true
L-100393,title_report,true
L-100394,income_verification,true
L-100394,title_report,true
L-100394,promissory_note,false
L-100395,promissory_note,true
L-100395,income_verification,true
L-100395,appraisal_report,true
L-100396,income_verification,true
L-100396,deed_of_trust,false
L-100397,appraisal_report,true
L-100398,appraisal_report,true
L-100398,promissory_note,true
L-100399,deed_of_trust,true
L-100399,insurance_certificate,true
L-100399,title_report,true
L-100401,insurance_certificate,false
L-100401,title_report,false
L-100401,appraisal_report,true
L-100402,insurance_certificate,true
L-100402,promissory_note,true
L-100403,title_report,true
L-100403,appraisal_report,true
L-100403,insurance_certificate,true
L-100404,promissory_note,true
L-100404,insurance_certificate,true
L-100405,deed_of_trust,false
L-100406,income_verification,true
L-100406,insurance_certificate,true
L-100407,title_report,true
L-100408,title_report,true
L-100408,promissory_note,true
L-100408,income_verification,true
L-100409,insurance_certificate,false
L-100409,deed_of_trust,true
L-100411,promissory_note,true
L-100411,appraisal_report,false
L-100412,insurance_certificate,true
L-100412,income_verification,true
L-100413,title_report,false
L-100413,income_verification,true
L-100414,title_report,true
L-100415,title_report,true
L-100415,deed_of_trust,true
L-100416,title_report,true
L-100417,insurance_certificate,true
L-100418,title_report,true
L-100418,income_verification,false
L-100418,deed_of_trust,true
L-100419,income_verification,true
L-100419,title_report,true
L-100421,insurance_certificate,false
L-100421,income_verification,true
L-100421,deed_of_trust,true
L-100422,income_verification,true
L-100422,insurance_certificate,true
L-100423,title_report,true
L-100424,promissory_note,true
L-100424,insurance_certificate,true
L-100425,income_verification,true
L-100425,title_report,true
L-100426,appraisal_report,true
L-100426,income_verification,true
L-100427,title_report,true
L-100427,deed_of_trust,true
L-100428,appraisal_report,true
L-100428,deed_of_trust,true
L-100428,insurance_certificate,true
L-100429,income_verification,true
L-100429,promissory_note,true
L-100429,deed_of_trust,true
L-100431,insurance_certificate,false
L-100431,promissory_note,true
L-100431,income_verification,true
L-100432,insurance_certificate,true
L-100433,insurance_certificate,true
L-100434,income_verification,true
L-100434,appraisal_report,true
L-100435,appraisal_report,true
L-100435,deed_of_trust,true
L-100435,promissory_note,true
L-100436,income_verification,true
L-100436,insurance_certificate,true
L-100437,title_report,true
L-100437,income_verification,true
L-100437,appraisal_report,true
L-100438,title_report,true
L-100438,income_verification,true
L-100438,insurance_certificate,true
L-100439,title_report,true
L-100441,promissory_note,true
L-100441,insurance_certificate,true
L-100441,title_report,true
L-100442,title_report,true
L-100442,appraisal_report,true
L-100442,deed_of_trust,true
L-100443,title_report,true
L-100443,promissory_note,true
L-100444,deed_of_trust,true
L-100444,title_report,true
L-100444,insurance_certificate,true
L-100445,title_report,true
L-100445,income_verification,true
L-100445,appraisal_report,true
L-100446,deed_of_trust,true
L-100447,promissory_note,true
L-100447,appraisal_report,true
L-100447,deed_of_trust,true
L-100448,promissory_note,true
L-100448,deed_of_trust,true
L-100448,appraisal_report,true
L-100449,appraisal_report,true
L-100449,promissory_note,true
L-100451,appraisal_report,true
L-100451,deed_of_trust,false
L-100452,promissory_note,true
L-100452,income_verification,true
L-100452,deed_of_trust,true
L-100453,deed_of_trust,true
L-100454,insurance_certificate,true
L-100454,promissory_note,true
L-100455,deed_of_trust,true
L-100455,appraisal_report,true
L-100456,title_report,true
L-100456,insurance_certificate,true
L-100457,promissory_note,true
L-100457,income_verification,true
L-100458,title_report,true
L-100459,appraisal_report,true
L-100459,title_report,false
L-100461,title_report,true
L-100461,income_verification,true
L-100462,appraisal_report,true
L-100462,insurance_certificate,false
L-100462,income_verification,true
L-100463,promissory_note,true
L-100464,deed_of_trust,true
L-100465,insurance_certificate,true
L-100466,title_report,true
L-100466,income_verification,false
L-100467,title_report,true
L-100467,promissory_note,true
L-100467,deed_of_trust,true
L-100468,income_verification,true
L-100468,title_report,true
L-100468,deed_of_trust,true
L-100469,promissory_note,true
L-100471,promissory_note,true
L-100471,insurance_certificate,true
L-100472,appraisal_report,true
L-100472,income_verification,true
L-100473,promissory_note,true
L-100473,appraisal_report,true
L-100473,deed_of_trust,true
L-100474,deed_of_trust,true
L-100474,appraisal_report,true
L-100474,promissory_note,true
L-100475,insurance_certificate,true
L-100475,deed_of_trust,true
L-100475,promissory_note,true
L-100476,deed_of_trust,true
L-100476,insurance_certificate,true
L-100477,deed_of_trust,true
L-100477,income_verification,true
L-100477,insurance_certificate,false
L-100478,deed_of_trust,true
L-100478,promissory_note,false
L-100479,appraisal_report,true
L-100479,deed_of_trust,false
L-100481,insurance_certificate,false
L-100482,promissory_note,true
L-100482,appraisal_report,true
L-100483,insurance_certificate,true
L-100483,title_report,true
L-100483,appraisal_report,true
L-100484,appraisal_report,true
L-100485,promissory_note,true
L-100485,title_report,true
L-100485,deed_of_trust,true
L-100486,promissory_note,true
L-100486,deed_of_trust,true
L-100486,income_verification,true
L-100487,income_verification,true
L-100487,insurance_certificate,true
L-100488,promissory_note,true
L-100488,title_report,true
L-100489,deed_of_trust,true
L-100491,income_verification,true
L-100491,deed_of_trust,false
L-100492,deed_of_trust,true
L-100492,insurance_certificate,false
L-100492,appraisal_report,true
L-100493,promissory_note,true
L-100493,deed_of_trust,true
L-100493,appraisal_report,true
L-100494,income_verification,true
L-100494,title_report,true
L-100494,appraisal_report,true
L-100495,promissory_note,true
L-100495,insurance_certificate,true
L-100495,title_report,true
L-100496,promissory_note,false
L-100496,insurance_certificate,true
L-100496,income_verification,true
L-100497,income_verification,true
L-100497,title_report,true
L-100498,insurance_certificate,true
L-100498,promissory_note,true
L-100499,title_report,true
L-100501,insurance_certificate,true
L-100502,insurance_certificate,true
L-100502,appraisal_report,true
L-100502,promissory_note,true
L-100503,insurance_certificate,true
L-100504,income_verification,true
L-100505,deed_of_trust,true
L-100506,income_verification,true
L-100506,appraisal_report,true
L-100506,deed_of_trust,true
L-100507,appraisal_report,true
L-100507,income_verification,true
L-100507,promissory_note,true
L-100508,promissory_note,true
L-100509,deed_of_trust,true
L-100509,insurance_certificate,true
L-100509,promissory_note,true
L-100510,income_verification,true
L-100511,insurance_certificate,true
L-100511,appraisal_report,true
L-100512,title_report,true
L-100512,income_verification,true
L-100513,insurance_certificate,true
L-100513,title_report,true
L-100513,promissory_note,true
L-100514,appraisal_report,true
L-100515,income_verification,true
L-100515,appraisal_report,true
L-100516,promissory_note,true
L-100517,income_verification,true
L-100517,promissory_note,true
L-100518,title_report,true
L-100518,appraisal_report,true
L-100518,insurance_certificate,true
L-100519,appraisal_report,true
L-100520,promissory_note,true
L-100521,promissory_note,true
L-100521,income_verification,true
L-100522,deed_of_trust,true
L-100522,appraisal_report,true
L-100522,income_verification,true
L-100523,deed_of_trust,true
L-100524,promissory_note,true
L-100525,deed_of_trust,true
L-100525,income_verification,true
L-100526,appraisal_report,false
L-100526,insurance_certificate,true
L-100527,deed_of_trust,true
L-100527,appraisal_report,true
L-100528,deed_of_trust,true
L-100528,income_verification,true
L-100529,deed_of_trust,true
L-100530,promissory_note,true
L-100530,appraisal_report,true
L-100530,income_verification,true
L-100531,deed_of_trust,true
L-100531,title_report,true
L-100532,appraisal_report,true
L-100533,deed_of_trust,true
L-100533,appraisal_report,true
L-100533,income_verification,true
L-100534,deed_of_trust,true
L-100534,promissory_note,true
L-100534,appraisal_report,true
L-100535,deed_of_trust,true
L-100535,income_verification,true
L-100535,appraisal_report,true
L-100536,insurance_certificate,true
L-100536,title_report,true
L-100536,deed_of_trust,true
L-100537,income_verification,true
L-100537,deed_of_trust,true
L-100537,promissory_note,true
L-100538,promissory_note,true
L-100538,insurance_certificate,true
L-100538,deed_of_trust,true
L-100539,appraisal_report,true
L-100539,income_verification,true
L-100540,appraisal_report,true
L-100541,appraisal_report,false
L-100541,title_report,true
L-100541,deed_of_trust,false
L-100542,income_verification,true
L-100542,appraisal_report,true
L-100542,insurance_certificate,true
L-100543,insurance_certificate,true
L-100543,promissory_note,true
